Predikcija
loša
srednja
loša
srednja
srednja
srednja
srednja
srednja
srednja
srednja
loša
srednja
srednja
srednja
srednja
srednja
srednja
loša
srednja
vrhunska
loša
srednja
srednja
vrhunska
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
loša
srednja
srednja
srednja
srednja
srednja
srednja
loša
srednja
srednja
srednja
loša
srednja
loša
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
vrhunska
vrhunska
srednja
srednja
vrhunska
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
loša
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
loša
srednja
srednja
srednja
srednja
loša
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
loša
loša
loša
srednja
loša
srednja
loša
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
loša
srednja
loša
vrhunska
srednja
srednja
srednja
vrhunska
vrhunska
vrhunska
srednja
srednja
loša
srednja
srednja
srednja
srednja
srednja
srednja
loša
srednja
srednja
srednja
loša
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
loša
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
srednja
